Feature_name,Weight
NAME_EDUCATION_TYPE,0.06324513351814878
CODE_GENDER,0.26700730334010087
FLAG_OWN_CAR,0.06735866590394507
FLAG_OWN_REALTY,0.017207258070270084
AMT_INCOME_TOTAL,0.019984359899514394
NAME_INCOME_TYPE,0.08033521821915891
NAME_FAMILY_STATUS,0.18545355777074038
age,0.11098794235635456
occupation,0.05629296956391734
capital,0.028646288459667792
hours-per-week,0.1034813028981818
